v1,v2,encoding,v2_clean,v2_encoded
spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,1,private 2003 account statement < fone > 800 unredeemed point 08715203656 identifi code 42049 expire 261004,"[389, 575, 158, 407, 465, 576, 551, 213, 7971, 1245, 248, 7972, 408, 7973]"
ham,It means u could not keep ur words.,0,mean word,"[101, 106]"
ham,"Nope, I'm still in the market",0,nope market,"[500, 1966]"
ham,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,0,realise busy guy try bother exam outta way try car gr8 day,"[1576, 388, 97, 41, 843, 460, 1747, 55, 41, 147, 391, 8]"
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,1,choose receive å£350 award pls claim number 09066364311 collect award select receive value mobile customer,"[363, 139, 581, 91, 47, 38, 51, 3492, 217, 91, 241, 139, 425, 23, 100]"
ham,Hey what how about your project. Started aha da.,0,hey project start aha da,"[44, 499, 90, 875, 32]"
ham,Ok cool. See ya then.,0,ok cool ya,"[3, 164, 108]"
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,0,uworld site buy qbank buy self assessment,"[7974, 1343, 74, 7975, 74, 883, 7976]"
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,opinion 1 jada 3 kusruthi lovable 5 silent 6 spl character 7 matured 8 stylish 9 simple pls reply,"[726, 67, 1538, 77, 1539, 699, 138, 788, 200, 1540, 980, 239, 1541, 340, 1293, 225, 384, 47, 19]"
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,1,someonone try contact date service find mobile landline 09064015307 box334sk38ch,"[7977, 41, 80, 183, 75, 61, 23, 193, 7978, 2519]"
ham,Yeah I can still give you a ride,0,yeah ride,"[66, 1061]"
ham,"Jay wants to work out first, how's 4 sound?",0,jay want work sound,"[524, 7, 30, 266]"
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt",0,gud gudk chikku tke care sleep gud nyt,"[115, 3284, 619, 7979, 82, 71, 115, 809]"
ham,Its a part of checking IQ,0,check iq,"[113, 1455]"
ham,Hmm thinking lor...,0,hmm thinking lor,"[668, 2087, 18]"
ham,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,0,course tease simply grin post prey love smile devour kiss,"[516, 767, 1068, 635, 280, 2042, 11, 86, 3409, 199]"
ham,thanks for the temales it was wonderful. Thank. Have a great week.,0,thank temale wonderful thank great week,"[54, 7980, 479, 54, 40, 27]"
ham,Thank you princess! I want to see your nice juicy booty...,0,thank princess want nice juicy booty,"[54, 240, 7, 104, 2050, 2279]"
ham,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,eat day sit stare juicy pizza eat med ruin life,"[111, 8, 162, 3178, 2050, 827, 111, 1049, 1725, 72]"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,0,gud ni8 dearslp welltake careswt dreamsmuah,"[115, 605, 3581, 3582, 3583, 3584]"
ham,U come n search tat vid..not finishd..,0,search tat vidnot finishd,"[339, 1130, 7981, 7982]"
ham,"K I'm leaving soon, be there a little after 9",0,leave soon little 9,"[45, 96, 252, 225]"
spam,Urgent! Please call 09061213237 from a landline. å£5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+,1,urgent 09061213237 landline å£5000 cash holiday await collection cs sae po box 177 m227xy 16 +,"[93, 3597, 193, 372, 78, 150, 269, 293, 531, 365, 233, 208, 3598, 3599, 116]"
ham,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",0,yeah work fine start week stuff dull easy guy fun,"[66, 30, 141, 90, 27, 140, 7983, 197, 97, 223]"
ham,You do your studies alone without anyones help. If you cant no need to study.,0,study help need study,"[390, 103, 15, 390]"
ham,Please tell me not all of my car keys are in your purse,0,tell car key purse,"[13, 147, 963, 2848]"
ham,I didnt get anything da,0,da,[32]
ham,Ok... Sweet dreams...,0,ok sweet dream,"[3, 202, 279]"
ham,Well she's in for a big surprise!,0,big surprise,"[151, 587]"
ham,"As usual..iam fine, happy &amp; doing well..:)",0,usualiam fine happy amp,"[2275, 141, 49, 70]"
ham,1 in cbe. 2 in chennai.,0,1 cbe chennai,"[67, 1375, 589]"
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,help swoop pick bird meet want,"[103, 3430, 62, 1010, 35, 7]"
ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,0,treadmill ll buy sure working find ad craigslist selling $,"[7984, 276, 74, 85, 7985, 61, 973, 7986, 7987]"
ham,I absolutely LOVE South Park! I only recently started watching the office.,0,absolutely love south park recently start watch office,"[7988, 11, 910, 523, 1015, 90, 88, 305]"
ham,Did you see that film:),0,film,[588]
ham,Pls speak with me. I wont ask anything other then you friendship.,0,pls speak ask friendship,"[47, 146, 31, 348]"
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",0,"storm msg wen lift phne \hello\ knw wt real meaning hello girl yes knw dat girl \""margaret hello\ girlfrnd grahmbell invnte telphone moralone 4get person","[2099, 60, 312, 761, 2100, 120, 438, 2101, 191, 1189, 120, 125, 64, 438, 176, 125, 2102, 120, 2103, 2104, 2105, 2106, 2107, 1645, 137]"
ham,Gud ni8.swt drms.take care,0,gud ni8swt drmstake care,"[115, 3562, 7989, 82]"
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,0,hi darlin kate doin somethin tonight pub swan parent drink phone,"[29, 518, 656, 742, 1305, 99, 423, 7990, 440, 336, 25]"
ham,Anything lar then Ì_ not going home 4 dinner?,0,lar ì _ home dinner,"[177, 33, 17, 201]"
ham,\ER,0,\er,[1424]
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",1,prize customer tc wwwtcbiz 18 + 150pmin polo ltd suite 373 london w1j 6hl busy,"[58, 100, 322, 3538, 130, 1616, 3539, 488, 1597, 3540, 1199, 3541, 3542, 388]"
ham,Did u fix the teeth?if not do it asap.ok take care.,0,fix teethif asapok care,"[520, 7991, 7992, 82]"
ham,So u wan 2 come for our dinner tonight a not?,0,wan dinner tonight,"[110, 201, 99]"
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",0,hellohow doingwhat 2when flat cos need arrange pick lamp etc care hello caroline,"[7993, 7994, 7995, 1290, 76, 15, 945, 62, 7996, 544, 82, 120, 2497]"
ham,Its too late:)but its k.wish you the same.,0,latebut kwish,"[7997, 7998]"
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",0,hi hope day good walk table book half let,"[29, 36, 8, 4, 253, 2174, 181, 178, 65]"
ham,Oh yeah clearly it's my fault,0,oh yeah clearly fault,"[42, 66, 3548, 1101]"
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,0,dunno leh remember mayb lor wat time meet tmr,"[246, 257, 216, 584, 18, 48, 10, 35, 265]"
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",0,good msg hard person step foward fall love amp step ruin friendship good night,"[4, 60, 411, 137, 1435, 7999, 480, 11, 70, 1435, 1725, 348, 4, 37]"
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,1,urgent mobile number award å£2000 prize guarantee 09061790126 land line claim 3030 valid 12hrs 150ppm,"[93, 23, 51, 91, 244, 58, 126, 8000, 397, 142, 38, 876, 321, 751, 209]"
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",0,"helloooo wake \sweet\ \""morning\ \""welcomes\ \""you\ \""enjoy\ \""this day\ \""with joy\ \""gud mrng\","[3307, 159, 202, 73, 3308, 1970, 153, 3309, 8, 3310, 553, 115, 517]"
ham,"Vikky, come around  &lt;TIME&gt; ..",0,vikky lttimegt,"[1220, 1007]"
ham,"And how you will do that, princess? :)",0,princess,[240]
ham,I have gone into get info bt dont know what to do,0,info bt,"[540, 328]"
ham,"Yeah, probably here for a while",0,yeah probably,"[66, 221]"
ham,Sent me ur email id soon,0,send email d soon,"[5, 385, 118, 96]"
spam,"URGENT! You have won a 1 week FREE membership in our å£100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1,urgent win 1 week free membership å£100000 prize jackpot txt word claim 81010 tc wwwdbuknet lccltd pobox 4403ldnw1a7rw18,"[93, 22, 67, 27, 2, 1758, 2368, 58, 2369, 16, 106, 38, 2370, 322, 2371, 2372, 445, 2373]"
ham,I'm still pretty weak today .. Bad day ?,0,pretty weak today bad day,"[503, 1238, 24, 173, 8]"
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0,hey forget possession property mmm childish smile,"[44, 172, 2334, 3289, 1498, 1258, 86]"
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,excellent thought misundrstud frnd knw hate bt day wen ull knw truth ull hate urself gn,"[1033, 681, 8001, 274, 438, 1206, 328, 8, 312, 1168, 438, 676, 1168, 1206, 779, 914]"
ham,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,0,hey congrat 2u2 d luv ve home,"[44, 404, 8002, 118, 211, 56, 17]"
ham,Dear where you. Call me,0,dear,[46]
ham,Xy trying smth now. U eat already? We havent...,0,xy try smth eat,"[797, 41, 447, 111]"
spam,Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,1,urgent 09061213237 landline å£5000 cash luxury canary island holiday await collection tcs sae po box 177 m227xy 150ppm 16 +,"[93, 3597, 193, 372, 78, 2289, 3279, 1371, 150, 269, 293, 259, 365, 233, 208, 3598, 3599, 209, 116]"
ham,I donno its in your genes or something,0,donno gene,"[3228, 8003]"
spam,XMAS iscoming & ur awarded either å£500 CD gift vouchers & free entry 2 r å£100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription ,1,xma iscome award å£500 cd gift voucher free entry å£100 weekly draw txt music 87066 tnc wwwldewcom1win150ppmx3age16subscription,"[880, 2231, 91, 398, 613, 268, 186, 2, 283, 350, 315, 149, 16, 333, 559, 860, 8004]"
ham,Alex says he's not ok with you not being ok with it,0,alex ok ok,"[995, 3, 3]"
ham,Are u coming to the funeral home,0,funeral home,"[3464, 17]"
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,0,darling sister school resume minimum wait period reapply care,"[1519, 420, 255, 2267, 3379, 43, 1883, 8005, 82]"
ham,I.ll hand her my phone to chat wit u,0,ill hand phone chat wit,"[9, 344, 25, 102, 489]"
ham,Well good morning mr . Hows london treatin' ya treacle?,0,good morning mr london treatin ya treacle,"[4, 73, 608, 1199, 8006, 108, 8007]"
ham,I can't make it tonight,0,tonight,[99]
ham,At WHAT TIME should i come tomorrow,0,time tomorrow,"[10, 63]"
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,0,buck bank fee fix bank find,"[951, 433, 1924, 520, 433, 61]"
ham,"I can. But it will tell quite long, cos i haven't finish my film yet...",0,tell long cos finish film,"[13, 127, 76, 94, 588]"
ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,0,pls ask macho budget bb bold cos new dollar,"[47, 31, 2329, 1223, 814, 1005, 76, 26, 974]"
ham,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",0,\hi miss mumhas beendroppe red wine theplace adress\,"[29, 34, 8008, 8009, 1062, 606, 8010, 8011]"
ham,Ill be at yours in about 3 mins but look out for me,0,ill 3 min look,"[9, 77, 69, 84]"
ham,What you did in  leave.,0,leave,[45]
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,0,thursday yay ok money cheer oh yeah alright school work,"[1308, 1149, 3, 105, 595, 42, 66, 323, 255, 30]"
ham,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",0,jolly good way ticket sit eve 730 speak,"[2613, 4, 55, 431, 162, 396, 1737, 146]"
ham,"yeah, that's what I was thinking",0,yeah think,"[66, 14]"
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,0,kkim tirunelvali week uncle spend dress want moneyi feb 1,"[2067, 2904, 27, 456, 343, 1421, 7, 8012, 1227, 67]"
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,0,favorite oyster favorite sashimi ok lar dun wait stomach start rumble,"[3600, 8013, 3600, 8014, 3, 177, 109, 43, 2009, 90, 8015]"
ham,My sister going to earn more than me da.,0,sister earn da,"[420, 1781, 32]"
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50,1,official england poly ringtone colour flag yer mobile tonight game text tone flag 84199 optout txt eng stop box39822 w111wx å£150,"[1217, 689, 437, 226, 309, 819, 1704, 23, 99, 236, 12, 83, 819, 1705, 786, 16, 1706, 20, 1707, 1708, 271]"
ham,Hahaha..use your brain dear,0,hahahause brain dear,"[2003, 1591, 46]"
ham,Jus finish watching tv... U?,0,jus finish watch tv,"[207, 94, 88, 264]"
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",0,fyi parent place south tampa need deal,"[1060, 440, 95, 910, 802, 15, 703]"
ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",0,good morning love sleep wish great day feel opportunity thought babe love kiss,"[4, 73, 11, 71, 87, 40, 8, 53, 2021, 681, 68, 11, 199]"
ham,Kothi print out marandratha.,0,kothi print marandratha,"[3495, 1492, 8016]"
ham,But we havent got da topic yet rite?,0,da topic rite,"[32, 8017, 401]"
ham,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,0,ok problem yup sch rem correctly,"[3, 167, 155, 349, 1384, 8018]"
ham,"Thanks, I'll keep that in mind",0,thank ill mind,"[54, 9, 169]"
ham,Aah bless! How's your arm?,0,aah bless arm,"[2127, 1270, 1184]"
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",0,dear sirsalam alaikkumpride pleasure meet today tea shopwe pleased send contact number qatarrakhesh indianpls save numberrespectful regard,"[46, 8019, 8020, 836, 35, 24, 1055, 8021, 1064, 5, 80, 51, 8022, 8023, 482, 8024, 1019]"
ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",0,gal boy walk park galcan hold hand boyy think run away galno jst wana feel walk heaven princegn,"[537, 195, 253, 523, 8025, 334, 344, 8026, 14, 184, 307, 8027, 1673, 662, 53, 253, 8028, 8029]"
ham,What makes you most happy?,0,happy,[49]
ham,Wishing you a wonderful week.,0,wish wonderful week,"[87, 479, 27]"
ham,Sweet heart how are you?,0,sweet heart,"[202, 152]"
ham,"Sir, waiting for your letter.",0,sir wait letter,"[205, 43, 832]"
ham,Dude im no longer a pisces. Im an aquarius now.,0,dude long pisce aquarius,"[317, 127, 8030, 8031]"
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,0,course 2yrs message messenger lik send,"[516, 8032, 50, 2093, 1431, 5]"
ham,I think steyn surely get one wicket:),0,think steyn surely wicket,"[14, 8033, 1160, 8034]"
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,[ sterm voice ] study fine sure thing resolve tho fab hol,"[8035, 717, 390, 141, 85, 39, 8036, 428, 3260, 1070]"
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",0,garbage bag egg jam bread hannaford wheat chex,"[2865, 897, 1054, 8037, 3348, 8038, 8039, 8040]"
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0,pride year old takin money kid suppose deal stuff grownup stuffwhy tell,"[8041, 79, 373, 1683, 105, 532, 527, 703, 140, 8042, 8043, 13]"
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,0,sound evening costume sure time finish tomorrow txt end,"[266, 256, 2680, 85, 10, 94, 63, 16, 92]"
ham,My birthday is on feb  &lt;#&gt;  da. .,0,birthday feb da,"[192, 1227, 32]"
ham,So when do you wanna gym?,0,wanna gym,"[179, 625]"
ham,You'd like that wouldn't you? Jerk!,0,d like jerk,"[118, 6, 8044]"
ham,Are u awake? Is there snow there?,0,awake snow,"[1001, 534]"
ham,And of course you should make a stink!,0,course stink,"[516, 8045]"
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",1,subscribe textcomp 250 wkly comp 1st wk free question follow subsequent wks charged@150pmsg2 unsubscribe txt stop 84128custcare 08712405020,"[1577, 8046, 1392, 510, 642, 182, 296, 2, 210, 513, 8047, 8048, 8049, 8050, 418, 16, 20, 8051, 1631]"
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,0,opening room til thanksgiving upcharge,"[1988, 174, 301, 3115, 8052]"
ham,When you guys planning on coming over?,0,guy plan,"[97, 107]"
ham,Wat Ì_ doing now?,0,wat ì _,"[48, 33]"
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0,parent kidz friend colleague scream surprise wait sofa naked,"[440, 1711, 52, 820, 572, 587, 43, 917, 956]"
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,sir 8hr trip bus week audition wednesday think drive time,"[205, 8053, 326, 242, 27, 2330, 912, 14, 175, 10]"
ham,Do I? I thought I put it back in the box,0,think box,"[14, 208]"
ham,I'm home...,0,home,[17]
ham,No one interested. May be some business plan.,0,interested business plan,"[1099, 1884, 107]"
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0,yup paragon decide cut hee,"[155, 3202, 273, 453, 546]"
ham,Good morning princess! Have a great day!,0,good morning princess great day,"[4, 73, 240, 40, 8]"
ham,Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,0,guai ìï shd haf naughty ìï free today jog,"[8054, 117, 1024, 329, 1052, 117, 2, 24, 2169]"
ham,Aiyo cos i sms Ì_ then Ì_ neva reply so i wait 4 Ì_ to reply lar. I tot Ì_ havent finish ur lab wat.,0,aiyo cos sms ì _ ì _ neva reply wait ì _ reply lar tot ì _ finish lab wat,"[1136, 76, 1194, 33, 33, 422, 19, 43, 33, 19, 177, 364, 33, 94, 1553, 48]"
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,living simple loving simple laughing simple winning tooo simple simple difficult,"[2984, 384, 2144, 384, 2985, 384, 2986, 2987, 384, 384, 639]"
ham,Tell me something. Thats okay.,0,tell okay,"[13, 288]"
ham,Ok,0,ok,[3]
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,0,hmm shall bring bottle wine amuse joke ill bring bottle red white tomorrow,"[668, 220, 160, 2351, 606, 3601, 443, 9, 160, 2351, 1062, 1334, 63]"
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,0,face test 1 3 5 6 7 8 9 select number tell face astrology wait quick reply,"[258, 275, 67, 77, 138, 200, 239, 340, 225, 241, 51, 13, 258, 8055, 43, 828, 19]"
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",0,hey iouri number wylie ryans friend,"[44, 1899, 51, 1745, 8056, 52]"
ham,Yep get with the program. You're slacking.,0,yep program slack,"[716, 3242, 8057]"
ham,I'm in inside office..still filling forms.don know when they leave me.,0,inside officestill fill formsdon leave,"[1036, 8058, 632, 8059, 45]"
ham,"I think your mentor is , but not 100 percent sure.",0,think mentor 100 percent sure,"[14, 8060, 426, 8061, 85]"
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),1,09095350301 send girl erotic ecstacy 60pmin stop text 08712460324 nat rate,"[8062, 5, 125, 8063, 8064, 1679, 20, 12, 1013, 3577, 231]"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,1,camera award sipix digital camera 09061221066 fromm landline delivery 28 day,"[188, 91, 1175, 907, 188, 1743, 1744, 193, 342, 1427, 8]"
spam,A å£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a å£400 reward. Just call 09066380611,1,å£400 xmas reward wait computer randomly pick loyal mobile customer receive å£400 reward 09066380611,"[1232, 377, 687, 43, 549, 2310, 62, 3557, 23, 100, 139, 1232, 687, 3558]"
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,0,try figure suppose couple different people week d set date,"[41, 564, 527, 569, 720, 121, 27, 118, 338, 183]"
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,1,important message final contact attempt important message wait customer claim dept expire 13404 08717507382,"[291, 50, 402, 80, 318, 291, 50, 43, 100, 38, 8065, 408, 8066, 8067]"
ham,Hi mom we might be back later than  &lt;#&gt; ,0,hi mom later,"[29, 354, 28]"
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,1,datingi start send text talk sport radio week connection think coincidence,"[8068, 90, 5, 12, 98, 768, 1488, 27, 952, 14, 8069]"
ham,"Lol, oh you got a friend for the dog ?",0,lol oh friend dog,"[81, 42, 52, 487]"
ham,"Ok., is any problem to u frm him? Wats matter?",0,ok problem frm wat matter,"[3, 167, 677, 48, 1162]"
ham,"K I'll head out in a few mins, see you there",0,ill head min,"[9, 345, 69]"
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0,konw waht rael friendship gve yuo exmpel jsut ese tihs msg evrey spllee tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,"[2942, 2943, 2944, 348, 2945, 1668, 2946, 2947, 2135, 1669, 60, 2948, 2949, 1669, 60, 2950, 328, 2951, 1668, 2952, 2953, 2954, 2955, 859, 70, 104, 2956, 279]"
ham,I cant pick the phone right now. Pls send a message,0,pick phone right pls send message,"[62, 25, 59, 47, 5, 50]"
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,0,want leave barely stay sane fighting constantly help,"[7, 45, 1137, 196, 8070, 8071, 2181, 103]"
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,1,current leading bid 151 pause auction send customer care 08718726270,"[1279, 8072, 800, 8073, 8074, 441, 5, 100, 82, 3567]"
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or å£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",1,free entry gr8prize wkly comp chance win late nokia 8800 psp å£250 cash wktxt great 80878 httpwwwgr8prizescom 08715705022,"[2, 283, 8075, 510, 642, 163, 22, 57, 89, 8076, 8077, 468, 78, 8078, 40, 1959, 8079, 1556]"
ham,Somebody set up a website where you can play hold em using eve online spacebucks,0,somebody set website play hold em eve online spacebuck,"[665, 338, 1256, 136, 334, 728, 396, 352, 8080]"
ham,Its sunny in california. The weather's just cool,0,sunny california weather cool,"[1092, 2338, 994, 164]"
spam,You have 1 new message. Call 0207-083-6089,1,1 new message 02070836089,"[67, 26, 50, 8081]"
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",0,squeeze buck dad,"[8082, 951, 254]"
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,0,good day toopray meremove tooth painful maintain stuff,"[4, 8, 3566, 8083, 3507, 2114, 1677, 140]"
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IåÕm knackered and iåÕm dreading work tonight. What are thou upto tonight. X,0,babe hope ok shit night sleep fall asleep 5iåõm knackere iåõm dread work tonight thou upto tonight,"[68, 36, 3, 198, 37, 71, 480, 1354, 8084, 3076, 2157, 8085, 30, 99, 8086, 1686, 99]"
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,0,friend help problem stupid suggestion land problem help forgt previous problem,"[52, 103, 167, 711, 3602, 397, 167, 103, 8087, 2343, 167]"
ham,I'm at work. Please call,0,work,[30]
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,0,gentle baby soon inch deep inside tight pussy,"[1310, 235, 96, 1057, 658, 1036, 3343, 1221]"
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,fight good nite,"[723, 4, 346]"
ham,Ok.ok ok..then..whats ur todays plan,0,okok okthenwhat today plan,"[2058, 2059, 24, 107]"
ham,Nt joking seriously i told,0,joke seriously tell,"[443, 746, 13]"
ham,Watching ajith film ah?,0,watch ajith film ah,"[88, 8088, 588, 251]"
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,0,ooooooh forget tell yoville phone,"[8089, 172, 13, 8090, 25]"
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",0,hand mega shop asda count celebration,"[344, 3603, 185, 8091, 2308, 1839]"
ham,I dont know exactly could you ask chechi.,0,exactly ask chechi,"[1148, 31, 1886]"
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,0,dunno lei shd drive lor cos sch 1 hr oni,"[246, 337, 1024, 175, 18, 76, 349, 67, 821, 1437]"
ham,As in i want custom officer discount oh.,0,want custom officer discount oh,"[7, 3372, 8092, 666, 42]"
ham,That's necessarily respectful,0,necessarily respectful,"[2464, 8093]"
ham,Hi. Hope you had a good day. Have a better night.,0,hi hope good day night,"[29, 36, 4, 8, 37]"
ham,And he's apparently bffs with carly quick now,0,apparently bff carly quick,"[1581, 8094, 8095, 828]"
